category,link,title
"NBA,MLB,College Sports,Video,Video,Video,March Madness,NFL,March Madness,Video,College Sports,NBA","/sports/atlanta-magic-city-kitchen-lou-williams-hawks,/sports/mlb-fernando-tatis-jr-nft-padres,/sports/abilene-christian-ncaa-tournament-march-madness-payout,https://video.foxbusiness.com/v/6243526945001/,https://video.foxbusiness.com/v/6243508337001/,https://video.foxbusiness.com/v/6242738717001/,/markets/draftkings-and-how-aol-co-founder-steve-case-made-a-killing,/sports/some-nfl-veterans-prosper-as-business-season-begins,/sports/2021-ncaa-march-madness-fans-opening-wallets-in-big-way,https://video.foxbusiness.com/v/6241598840001/,/sports/ncaa-mens-basketball-tournament-2021-highest-paid-coaches,/sports/lebron-james-pepsi-mountain-dew","Atlanta's Magic City Kitchen welcomes Lou Williams after Hawks trade, controversial summer strip club pop-in,MLB star Fernando Tatis Jr. plans NFT release next month,Abilene Christian earned big bucks in brief March Madness appearance, school president says,Roundhill Investments launches sports-centered ETF,Retro Fitness offers perks for vaccine recipients,Baseball back in full swing next week amid pandemic,DraftKings and how AOL co-founder Steve Case made a killing,Some NFL veterans prosper as business season begins,NCAA March Madness 2021 betting expects to see fans open wallets in a big way,March Madness fans opening wallets in a big way ,NCAA Men's Basketball Tournament 2021: Who are the highest-paid coaches competing for title?,Busy LeBron James racks up another big business deal"
category,link,title
"NBA,MLB,College Sports,Video,Video,Video,March Madness,NFL,March Madness,Video,College Sports,NBA","/sports/atlanta-magic-city-kitchen-lou-williams-hawks,/sports/mlb-fernando-tatis-jr-nft-padres,/sports/abilene-christian-ncaa-tournament-march-madness-payout,https://video.foxbusiness.com/v/6243526945001/,https://video.foxbusiness.com/v/6243508337001/,https://video.foxbusiness.com/v/6242738717001/,/markets/draftkings-and-how-aol-co-founder-steve-case-made-a-killing,/sports/some-nfl-veterans-prosper-as-business-season-begins,/sports/2021-ncaa-march-madness-fans-opening-wallets-in-big-way,https://video.foxbusiness.com/v/6241598840001/,/sports/ncaa-mens-basketball-tournament-2021-highest-paid-coaches,/sports/lebron-james-pepsi-mountain-dew","Atlanta's Magic City Kitchen welcomes Lou Williams after Hawks trade, controversial summer strip club pop-in,MLB star Fernando Tatis Jr. plans NFT release next month,Abilene Christian earned big bucks in brief March Madness appearance, school president says,Roundhill Investments launches sports-centered ETF,Retro Fitness offers perks for vaccine recipients,Baseball back in full swing next week amid pandemic,DraftKings and how AOL co-founder Steve Case made a killing,Some NFL veterans prosper as business season begins,NCAA March Madness 2021 betting expects to see fans open wallets in a big way,March Madness fans opening wallets in a big way ,NCAA Men's Basketball Tournament 2021: Who are the highest-paid coaches competing for title?,Busy LeBron James racks up another big business deal"
